"dataset","protocol","species","tissue.type","n_samples","n_genes","n_classes","max_class_perc","min_class_perc","measure",method,score
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","pca",0.213391422826938
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","phate",0.522586996998263
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","pmf",0.505175384859222
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","psmf",0.312091039438689
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","saucie",-0.256588626569015
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","snmf",0.555513481066811
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","spca",0.213395165364449
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","spca.batch",0.153337089215781
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","spectral",0.0686853764700176
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","srp",0.000896864008594257
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","tsvd",0.243407947708311
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","umap",0.477758125058064
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","vasc",0.376438052685656
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","vpac",0.790053658266311
"TabulaMuris_Bladder_10X","chromium","mouse","bladder",2500,23433,5,0.4744,0,"ss_seu","zifa",0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","bd",0.737161224017906
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","fa",0.778735058037841
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","fica",0.68002125338355
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","grp",0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","icm",0.631711481939158
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","ipca",0.629532943697595
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","isomap",0.724374276046875
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","ivis",1
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","kpca.cos",0.886544888025214
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","kpca.pol",0.621725008342447
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","kpca.rbf",0.616070657536157
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","lda",0.753974814214848
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","lle",0.137097493904107
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","lsnmf",0.675613431948941
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","mctsne",0.701894147013179
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","nmf",0.693335174823434
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","nmf2",0.713224509817343
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","nsnmf",0.921219488117739
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","pca",0.629532943697595
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","phate",0.695740000313076
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","pmf",0.653959143064777
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","psmf",0.720015611076366
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","saucie",-0.456070277454448
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","snmf",0.638437021991655
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","spca",0.627940239602816
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","spca.batch",0.646203223451018
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","spectral",0.705002094781634
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","srp",0.141250464199336
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","tsvd",0.628409507657289
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","umap",0.724568793547298
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","vasc",0.395928458456174
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","vpac",0.688875944160798
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_euc","zifa",0.751410937815802
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","bd",0.898969840332071
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","fa",0.406579348356419
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","fica",0.2548653072837
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","grp",0.109848184615879
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","icm",0.278260764122224
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","ipca",0.388738860462831
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","isomap",0.435405927943799
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","ivis",0.874384226116234
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","kpca.cos",1
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","kpca.pol",0.327182105243173
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","kpca.rbf",0.34742456340463
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","lda",0.579622276884288
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","lle",0.332081899791529
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","lsnmf",0.290510849173982
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","mctsne",0.779463752620878
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","nmf",0.495148750072825
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","nmf2",0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","nsnmf",0.457155760857814
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","pca",0.388733024517845
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","phate",0.743953285318215
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","pmf",0.119083529948983
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","psmf",0.501430372621455
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","saucie",-0.651947195375913
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","snmf",0.361221279614074
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","spca",0.434434629926413
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","spca.batch",0.269093172617551
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","spectral",0.401321609196115
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","srp",0.020409677261546
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","tsvd",0.375051998434769
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","umap",0.525735150257852
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","vasc",0.511712918208234
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","vpac",0.350358394222655
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"dbs","zifa",0.276585308730687
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","bd",1
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","fa",0.392657288120701
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","fica",0.750369373976902
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","grp",0.0655361390683041
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","icm",0.537378955437613
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","ipca",0.487197198693668
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","isomap",0.817274377909895
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","ivis",0.911652009428304
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","kpca.cos",0.968835449755633
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","kpca.pol",0.448930714779654
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","kpca.rbf",0.530088042320518
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","lda",0.745688547877624
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","lle",0.233150426577096
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","lsnmf",0.495713437341088
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","mctsne",0.460202656476478
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","nmf",0.856907724159131
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","nmf2",0.379506034325877
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","nsnmf",0.873228685428654
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","pca",0.48719489949317
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","phate",0.785645883616498
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","pmf",0.435601656146259
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","psmf",0.386941277900087
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","saucie",-0.514479212668704
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","snmf",0.683625215188479
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","spca",0.536171998788692
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","spca.batch",0.312262850138878
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","spectral",0.240211394921729
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","srp",0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","tsvd",0.567781357800519
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","umap",0.601175118902659
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","vasc",0.357712407249819
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","vpac",0.471934116879437
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cos","zifa",0.312946726313037
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","bd",0.865069068270766
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","fa",0.663250355002713
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","fica",0.674156302395983
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","grp",0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","icm",0.944904340356305
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","ipca",0.582273365928905
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","isomap",0.977775695040686
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","ivis",0.479614386269971
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","kpca.cos",0.467065901302658
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","kpca.pol",0.550294274484979
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","kpca.rbf",0.300720757285732
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","lda",0.800681572525375
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","lle",0.424288230497735
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","lsnmf",0.958213158053688
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","mctsne",0.742308869439767
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","nmf",1
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","nmf2",0.827850761223717
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","nsnmf",0.450425714904048
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","pca",0.582273365928905
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","phate",0.842995400331639
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","pmf",0.924903630283145
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","psmf",0.712267345383799
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","saucie",-2.95814961888722
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","snmf",0.949613544310837
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","spca",0.576424838881543
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","spca.batch",0.621729486384537
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","spectral",0.633798061680713
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","srp",0.0215336102531462
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","tsvd",0.586964694487258
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","umap",0.848755017200825
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","vasc",0.275004750569669
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","vpac",0.483635110418985
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"vrc","zifa",0.602801716493161
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","bd",1
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","fa",0.140381978348288
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","fica",0.293046180250156
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","grp",0.0671959166412688
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","icm",0.466990984542384
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","ipca",0.501983776124018
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","isomap",0.643610700794714
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","ivis",0.831290189674872
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","kpca.cos",0.770494233342598
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","kpca.pol",0.499788311730581
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","kpca.rbf",0.485436506104413
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","lda",0.735496390821297
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","lle",0.230554802414132
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","lsnmf",0.467710252652783
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","mctsne",0.474633868778476
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","nmf",0.801540131312781
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","nmf2",0.318786079830672
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","nsnmf",0.846499487545975
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","pca",0.516977249237178
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","phate",0.641012833352055
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","pmf",0.390220078283795
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","psmf",0.457649563172742
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","saucie",-0.499043272352936
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","snmf",0.618072488127889
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","spca",0.580750360863971
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","spca.batch",0.316323206752558
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","spectral",0.113329486729525
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","srp",0
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","tsvd",0.432243447015878
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","umap",0.623074210887418
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","vasc",0.428775129015395
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","vpac",0.467393398950271
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_cor","zifa",0.184562658093439
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","bd",0.702585120192025
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","fa",0.801472067558321
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","fica",0.705968088957375
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","grp",0.00988168079159616
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","icm",0.702884336321045
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","ipca",0.705968092448118
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","isomap",0.770552095636891
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","ivis",1
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","kpca.cos",0.983547550402115
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","kpca.pol",0.669416456420251
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","kpca.rbf",0.709398167145861
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","lda",0.748293504988058
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","lle",0.18558340793955
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","lsnmf",0.716255740287711
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","mctsne",0.688874591231114
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","nmf",0.703001650803871
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","nmf2",0.72202673262138
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","nsnmf",0.888691280437768
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","pca",0.705968092448118
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","phate",0.757737714810194
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","pmf",0.69588861929981
"TabulaMuris_Bladder_FACS","Smart-Seq2","mouse","bladder",1638,23433,4,0.4004884,0,"ss_seu","psmf",0.776021273875609
